subregion,country,region,period.num,period,industry,site,unit,site.unit,BP.cal.median,C14.mean,C14.SD,C14.CV,calib.curve,sample.id,longitude,latitude,material,delta 13,method and id,citation,source,comments
N Central,France,NA,1,LGM,Solutrean upper mรฉditerranรฉen,Cosquer,"""felin noir"", surface soil","Cosquer ""felin noir"", surface soil",23457,19500,270,0.0138,intcal13,GifA-91324,5.4511,43.2070,Female Megaloceros from panneau  nยฐ 4,?,"AMS, 2293",Amormino V. 2000. L'Anthropologie 104: 373.,Leuven,NA
N Central,France,NA,1,LGM,Solutrean upper mรฉditerranรฉen,Cosquer,"""felin noir"", surface soil","Cosquer ""felin noir"", surface soil",19783,16390,260,0.0159,intcal13,GifA-92423,5.4511,43.2070,Humid acid fraction from the Bison noir nยฐ1,?,"AMS, 2289",Amormino V. 2000. L'Anthropologie 104: 373.,Leuven,NA
N Central,France,NA,1,LGM,Solutrean upper mรฉditerranรฉen,Cosquer,"""felin noir"", surface soil","Cosquer ""felin noir"", surface soil",22734,18820,310,0.0165,intcal13,GifA-92417,5.4511,43.2070,"Horse  nยฐ 1, 2de moitiรฉ de l'รฉchantillon GifA-92416",?,"AMS, 2286",Amormino V. 2000. L'Anthropologie 104: 373.,Leuven,NA
N Central,France,NA,1,LGM,Solutrean upper mรฉditerranรฉen,Cosquer,"""felin noir"", surface soil","Cosquer ""felin noir"", surface soil",22221,18440,440,0.0239,intcal13,Ly-5558,5.4511,43.2070,charcoal from soil,NA,"Conv 14C, 2173",Amormino V. 2000. L'Anthropologie 104: 373.,Leuven,NA
N Central,France,Provence-Alpes-Cรดte d'Azur,1,LGM,Gravettian,Cosquer,"""floor near felines""","Cosquer ""floor near felines""",32156,27870,430,0.0154,intcal13,GifA 92350,5.4511,43.2070,NA,NA,NA,NA,PANCEA,NA
N Central,France,NA,1,LGM,Art-Salp,Cosquer,"""Signe en etoile""","Cosquer ""Signe en etoile""",21542,17800,160,0.009,intcal13,GifA-96075,5.4511,43.2070,charcoal from star mark,?,"AMS, 2141","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,1,LGM,parietal art,Cosquer,"""Signe ovale""","Cosquer ""Signe ovale""",32455,28370,440,0.0155,intcal13,GifA-96074,5.4511,43.2070,Charcoal from oval sign,?,"AMS, 624",Banadora,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,palaeolithic art,Cosquer,surface soil,Cosquer surface soil,18880,15570,150,0.0096,intcal13,GifA-92446,5.4511,43.2070,Humid acid from soil sample nยฐ 2,?,"AMS, 2294",Amormino V.L'Anthropologie 104 (2000) 373-381.,Leuven,NA
N Central,France,NA,1,LGM,palaeolithic art,Cosquer,surface soil,Cosquer surface soil,24558,20370,260,0.0128,intcal13,GifA-92348,5.4511,43.2070,Soil sample 2,?,"AMS, 1792",Amormino V.L'Anthropologie 104 (2000) 373-381.,Leuven,NA
N Central,France,NA,1,LGM,palaeolithic art,Cosquer,surface soil,Cosquer surface soil,30210,26360,440,0.0167,intcal13,GifA-92349,5.4511,43.2070,Soil sample nยฐ 3,?,"AMS, 2295",Amormino V.L'Anthropologie 104 (2000) 373-381.,Leuven,NA
N Central,France,NA,1,LGM,palaeolithic art,Cosquer,surface soil,Cosquer surface soil,32170,27870,470,0.0169,intcal13,GifA-92350,5.4511,43.2070,soil sample 4,?,"AMS, 1794",Amormino V.L'Anthropologie 104 (2000) 373-381.,Leuven,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Covoloni del Broi,NA,Covoloni del Broi,7772,6930,60,0.0087,intcal13,R892,11.5892,45.4636,NA,NA,NA,Bagolini_Biagi_1990,O Garcia,NA
Southeast,France,Corsica,4,Holocene,Mesolithic,Curacchiaghiu Rock Shelter,layer 7,Curacchiaghiu 7,9162,8300,130,0.0157,intcal13,Gif1963,9.1300,41.7000,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
Northeast,Italy,NA,3,End Glacial,Late Epi-Gravettian,Dalmeri,14/26e,Dalmeri  14,13092,11250,100,0.0089,intcal13,R-657,11.6022,45.9936,charcoal,NA,"Conv 14C, 6614",Dalmeri G. e.a. 2006 Lโanthropologie 110:  510-529,Leuven,NA
Northeast,Italy,NA,3,End Glacial,Late Epigravettian,Dalmeri,14b,Dalmeri  14,12696,10800,110,0.0102,intcal13,R-425,11.6022,45.9936,charcoal,NA,"Conv 14C, 7234",Montoya C. 2004. Thรจse Aix-marseillle I,Leuven,NA
Northeast,Italy,NA,3,End Glacial,Late Epigravettian,Dalmeri,26d,Dalmeri  26,13200,11340,45,0.004,intcal13,KIA-20345,11.6022,45.9936,charcoal,?,"AMS, 3105",Dalmeri D. e.a; 2006. L'Anthropologie 110: 510-529.,Leuven,NA
Northeast,Italy,NA,3,End Glacial,Late Epigravettian,Dalmeri,26b,Dalmeri  26,12939,11100,60,0.0054,intcal13,UtC-6777,11.6022,45.9936,charcoal,?,"AMS, 3104",Montoya C. 2004. Thรจse Aix-marseillle I,Leuven,NA
Northeast,Italy,NA,3,End Glacial,Late Epigravettian,Dalmeri,26b,Dalmeri  26,12918,11000,115,0.0105,intcal13,R-426R,11.6022,45.9936,charcoal,NA,"Conv 14C, 7233",Montoya C. 2004. Thรจse Aix-marseillle I,Leuven,NA
Northeast,Italy,NA,3,End Glacial,Below Epi-gravettian,Dalmeri,51,Dalmeri  51,13356,11550,70,0.0061,intcal13,UtC-5040,11.6022,45.9936,Charcoal from 51,?,"AMS, 3055",Dalmeri G. e.a. 2006 Lโanthropologie 110:  510-529,Leuven,NA
Northeast,Italy,NA,3,End Glacial,Late Epigravettian,Dalmeri,"65, 15","Dalmeri  65, 15",13281,11450,50,0.0044,intcal13,KIA-20341,11.6022,45.9936,charcoal,?,"AMS, 3106",Dalmeri D. e.a; 2006. L'Anthropologie 110: 510-529.,Leuven,NA
Northeast,Italy,NA,3,End Glacial,Late Epi-Gravettian,Dalmeri,14/26e,Dalmeri 14,13096,11260,100,0.0089,intcal13,KI-3634,11.6022,45.9936,charcoal,?,"AMS, 6200",Dalmeri G. e.a. 2006 Lโanthropologie 110:  510-529,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenien final,Deux-Avens,C,Deux-Avens C,14544,12350,200,0.0162,intcal13,Ly-322,4.0800,44.5100,bone,NA,"Conv 14C, 2021","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian upper,Deux-Avens,C,Deux-Avens C,14826,12320,600,0.0487,intcal13,Ly-321,4.0800,44.5100,charcoal,NA,"Conv 14C, 2019","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,"Epipalaeolithic, Epimagdalenian",Diablets,"1-1, N1bQ1",Diablets 1-1,12132,10320,40,0.0039,intcal13,Beta-127570,0.3160,40.3280,NA,?,"AMS, 4976",Aura J. e.a. 2011.QI 242:348-359.,Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,Epipaleolithic,Diablets,Cuadro 2 Nivel 3,Diablets 2-3,10126,9030,40,0.0044,intcal13,Beta127572,0.3160,40.3280,NA,NA,NA,Aguilella et al. (1999),O Garcia,NA
Southwest,Spain,S&E Spain,3,End Glacial,"Epipaleaeolithic, Epimagdalenian",Diablets,3-1,Diablets 3-1,12763,10860,40,0.0037,intcal13,Beta-127573,0.3160,40.3280,NA,?,"AMS, 4977",Aura J. e.a. 2011.QI 242:348-359.,Leuven,NA
N Central,France,NA,3,End Glacial,Azilian,Dumas,D,Dumas D,13924,11750,300,0.0255,intcal13,Ly-318,4.5333,44.3667,charcoal,NA,"Conv 14C, 1856",NA,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Azilian,Dumas,D,Dumas D,14334,12080,310,0.0257,intcal13,Ly-319,4.5333,44.3667,bone,NA,"Conv 14C, 470",NA,Leuven,NA
N Central,France,NA,3,End Glacial,Azilian,Dumas,D,Dumas D,13608,11500,380,0.033,intcal13,Ly-320,4.5333,44.3667,humic material,NA,"Conv 14C, 1857",NA,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian,Ebbou,C1,Ebbou C1,15328,12980,220,0.0169,intcal13,Ly-800,4.0800,44.5100,bone,NA,"Conv 14C, 483",http://www.europreart.net/preart.htm,Leuven,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Edera,NA,Edera,8885,8045,40,0.005,intcal13,GrA14106,13.6695,45.7507,NA,NA,NA,Forenbaher & Miracle 2005,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Edera,NA,Edera,9238,8250,50,0.0061,intcal13,GrA11818,13.6695,45.7507,NA,NA,NA,Forenbaher & Miracle 2005,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Edera,NA,Edera,8964,8060,70,0.0087,intcal13,GrN25137,13.6695,45.7507,NA,NA,NA,Forenbaher & Miracle 2005,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Edera,NA,Edera,9028,8110,90,0.0111,intcal13,GrN25138,13.6695,45.7507,NA,NA,NA,Forenbaher & Miracle 2005,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Edera,NA,Edera,9243,8350,120,0.0144,intcal13,GrN25139,13.6695,45.7507,NA,NA,NA,Forenbaher & Miracle 2005,O Garcia,NA
N Central,France,NA,2,Late Pleniglacial,Upper Magdalenian,Eglises,NA,Eglises,14036,11800,500,0.0424,intcal13,Gif-1434,1.7804,42.7634,charcoal,NA,"Conv 14C, 510",NA,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,upper Magdalenian,Eglises,8bis,Eglises 8bis,15224,12900,220,0.0171,intcal13,Gif-3923,1.7804,42.7634,charcoal,NA,"Conv 14C, 511",NA,Leuven,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,-,El Collao,8509,7640,120,0.0157,intcal13,UBAR281,-0.7396,38.5433,NA,NA,NA,Aparicio 2008,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,-,El Collao,8442,7570,160,0.0211,intcal13,UBAR280,-0.7396,38.5433,NA,NA,NA,Aparicio 2008,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,burial 1,El Collao burial 1,8927,8067,34,0.0042,intcal13,CNA1619.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Burial 11,El Collao Burial 11,8520,7742,35,0.0045,intcal13,CNA1626.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Burial 12,El Collao Burial 12,8780,7900,32,0.0041,intcal13,CNA1627.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Burial 13,El Collao Burial 13,8820,7976,32,0.004,intcal13,CNA1628.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Burial 3,El Collao Burial 3,9394,8388,36,0.0043,intcal13,CNA1620.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,burial 4,El Collao burial 4,9476,8491,37,0.0044,intcal13,CNA1621.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Burial 5,El Collao Burial 5,8826,7992,34,0.0043,intcal13,CNA1622.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Burial 6,El Collao Burial 6,9147,8166,35,0.0043,intcal13,CNA1623.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Burial 7,El Collao Burial 7,9303,8319,35,0.0042,intcal13,CNA1624.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Burial 9,El Collao Burial 9,8596,7801,38,0.0049,intcal13,CNA1625.1.1,-0.7396,38.5433,NA,NA,NA,Gibaja et al. 2015,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,layer C-1,El Collao C-1,8610,7820,30,0.0038,intcal13,Beta337186,-0.7396,38.5433,NA,NA,NA,Fernandez-Lopez 2016,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,layer C-1,El Collao C-1,8470,7660,44,0.0057,intcal13,UBA27478,-0.7396,38.5433,NA,NA,NA,Fernandez-Lopez 2016,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Layer C-IV,El Collao C-IV,9264,8292,57,0.0069,intcal13,UBA-27477,-0.7396,38.5433,NA,NA,NA,Fernandez-Lopez 2016,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Layer II_B,El Collao II B,8440,7610,30,0.0039,intcal13,Beta337187,-0.7396,38.5433,NA,NA,NA,Fernandez-Lopez 2016,O Garcia,NA
Southwest,Spain,S&E Spain,3,End Glacial,Mesolรญtico de Muescas y Denticulados,El Collao,Layer IV,El Collao IV,10092,9020,40,0.0044,intcal13,Beta323495,-0.7396,38.5433,NA,NA,NA,Fernandez-Lopez 2016,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,Layer IV,El Collao IV,8798,7939,44,0.0055,intcal13,UBA27479,-0.7396,38.5433,NA,NA,NA,Fernandez-Lopez 2016,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,IV,El Collao IV,9854,8760,100,0.0114,intcal13,UBAR927,-0.7396,38.5433,NA,NA,NA,Aparicio 2008,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,El Collao,VI,El Collao VI,8955,8080,60,0.0074,intcal13,UBAR928,-0.7396,38.5433,NA,NA,NA,Aparicio 2008,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,El Nacimiento,B,El Nacimiento B,8488,7620,140,0.0184,intcal13,Gif3471,-2.6980,38.0929,NA,NA,NA,Rodrรญguez 1982,O Garcia,NA
Southwest,Spain,S&E Spain,1,LGM,Gravettian,El Nino,NA,El Nino,27154,22780,60,0.0026,intcal13,NA,-2.0691,38.5516,charcoal at the base of panel with rock art,?,"AMS, 5814",Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,Leuven,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,El Retamar,Conchero,El Retamar Conchero,8223,7400,100,0.0135,intcal13,Sac1676,-6.0941,36.4817,NA,NA,NA,Zilhao 2011,O Garcia,NA
Southeast,Italy,NA,2,Late Pleniglacial,Epigravettian,El Vento-Fiume,NA,El Vento-Fiume,16357,13550,90,0.0066,intcal13,NA,12.9760,43.4030,NA,?,"AMS, 5601",Coltorti M. e.a. 2012. In: Clottes J. L'art pleistocene dans le monde:,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Epipalaeolithic,El Vidre,2,El Vidre 2,12558,10740,130,0.0121,intcal13,Beta-58933,0.6020,40.7085,charcoal,NA,"Conv 14C, 2262","after   BOSCH,1993  ;  Fullola i Pericot,J.,le palรฉolitique supรฉrieur dans le nord-est ibรฉrique: la Catalogne. Cava Almuzara A. 2004. Saldvie 4: 17-40.",Leuven,NA
N Central,Spain,NE Spain,4,Holocene,Epipaleolรญtico Microlaminar,El Vidre,II interior,El Vidre II interior,9913,8790,130,0.0148,intcal13,Beta58933,0.6020,40.7085,NA,NA,NA,Bosch 1993,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolitico Geometrico,El Vidre,IV central,El Vidre IV central,8132,7290,70,0.0096,intcal13,UBAR832,0.6020,40.7085,NA,NA,NA,Morales et al. 2013,O Garcia,NA
N Central,Spain,NE Spain,3,End Glacial,"Magdalenian final, Epipaleolitico microlaminar",Els Colls,2,Els Colls 2,11849,10200,80,0.0078,intcal13,AA-8646,1.4240,41.4760,Charcoal,NA,"Conv 14C, 7693","after  Fullola,et al,1993  ;  Fullola i Pericot,J.,le palรฉolitique supรฉrieur dans le nord-est ibรฉrique: la Catalogne, Morales J.I. e.a. 2013. TP 70: 54-75. Garcia Catalan S. e.a. Trab. Prehist., 2015, 72:. 64-83,",Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,"Magdalenian final, Epipaleolitico microlaminar",Els Colls,2,Els Colls 2,12877,10950,120,0.011,intcal13,AA-8645,1.4240,41.4760,Charcoal,NA,"Conv 14C, 7692","after  Fullola,et al,1993  ;  Fullola i Pericot,J.,le palรฉolitique supรฉrieur dans le nord-est ibรฉrique: la Catalogne, Morales J.I. e.a. 2013. TP 70: 54-75. Garcia Catalan S. e.a. Trab. Prehist., 2015, 72:. 64-83,",Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,"Magdalenian, Paleolitico superior final",Els Colls,IV,Els Colls IV,14656,12490,120,0.0096,intcal13,GifA-95571,1.4240,41.4760,NA,?,"AMS, 5617","Fullola  JM. e.a.2012. QI 272-273: 55-74.  Garcia Catalan S. e.a. Trab. Prehist., 2015, 72:. 64-83,",Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,"Magdalenian, Paleolitico superior final",Els Colls,IV,Els Colls IV,14246,12150,120,0.0099,intcal13,GifA-95544,1.4240,41.4760,NA,?,"AMS, 5616","Fullola  JM. e.a.2012. QI 272-273: 55-74.  Garcia Catalan S. e.a. Trab. Prehist., 2015, 72:. 64-83,",Leuven,NA
N Central,France,NA,1,LGM,"Upper Solutrean, Evolved Solutrean",Embulla,NA,Embulla,19957,16560,250,0.0151,intcal13,Gif-6833,2.3833,42.5667,NA,NA,"Conv 14C, 7239","Sacchi D. 1988. Dictionnaire de la Prehistoire, PUF.",Leuven,NA
N Central,France,NE Spain,1,LGM,Upper Solutrean,Embulla,C1,Embulla C1,19977,16560,160,0.0097,intcal13,NA,2.3833,42.5667,NA,NA,NA,NA,QSR paper,NA
N Central,France,NA,1,LGM,Gravettian,Esperit,3,Esperit 3,23946,19800,450,0.0227,intcal13,Gif-7445,2.9200,42.8300,NA,NA,"Conv 14C, 7245",NA,Leuven,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,Falguera,II,Falguera II,8197,7410,70,0.0094,intcal13,AA2295,-0.5668,38.6722,NA,NA,NA,Martรญ et al. 2009,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,Falguera,VII,Falguera VII,8195,7380,40,0.0054,intcal13,Beta267441,-0.5668,38.6722,NA,NA,NA,Bernabeu 2006,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,Falguera,VII,Falguera VII,8099,7280,40,0.0055,intcal13,Beta171909,-0.5668,38.6722,NA,NA,NA,Martรญ et al. 2009,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolithic,Falguera,VII-VIII,Falguera VII-VIII,8315,7526,44,0.0058,intcal13,NA,-0.5668,38.6722,NA,NA,NA,NA,QSR paper,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,Falguera,VIII,Falguera VIII,8099,7280,40,0.0055,intcal13,Beta171910,-0.5668,38.6722,NA,NA,NA,Garcia y Aura 2006,O Garcia,NA
Northeast,Italy,NA,3,End Glacial,Final Epigravettian,Fanciulli,2a,Fanciulli 2a,12902,11020,65,0.0059,intcal13,Gif-8035,7.5331,43.7848,NA,NA,"Conv 14C, 7264",NA,Leuven,NA
Northeast,Italy,NA,2,Late Pleniglacial,Ancient Apigravettian,Fanciulli,4,Fanciulli 4,18897,15615,100,0.0064,intcal13,LTL-13785A,7.5331,43.7848,bone,?,"AMS, 7405","Tomasso, Phd. 2015",Leuven,NA
Northeast,Italy,NA,2,Late Pleniglacial,Final Epigravettian,Fanciulli,B,Fanciulli B,14469,12200,400,0.0328,intcal13,MC-402,7.5331,43.7848,Les Enfants II,NA,"Conv 14C, 4375","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.",Leuven,NA
Northeast,Italy,NA,3,End Glacial,Upper Palaeolithic,Fanciulli,burial,Fanciulli burial,13008,11130,100,0.009,intcal13,GifA-94197,7.5331,43.7848,human cranium,?,"AMS, 4534",Mussi QI 2011,Leuven,NA
Northeast,Italy,NA,2,Late Pleniglacial,Late Epigravettian,Fanciulli,Coupe 2/Foyer D,Fanciulli Coupe 2/Foyer D,17293,14214,70,0.0049,intcal13,LTL-1231A,7.5331,43.7848,Bone,NA,"Conv 14C, 7800",Naudinot N. e.a. 2014. JAS ip.,Leuven,NA
Northeast,Italy,NA,2,Late Pleniglacial,"Bouverian, Recent Epigravettian",Fanciulli,E,Fanciulli E,14469,12200,400,0.0328,intcal13,MC-499,7.5331,43.7848,Foyer B,NA,"Conv 14C, 2018","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Magdalenian,Fantas,NA,Fantas,14743,12490,270,0.0216,intcal13,Ny-128,1.5000,43.0700,NA,NA,"Conv 14C, 7246",Hassko et al. 1974,Leuven,NA
Northeast,Italy,NA,3,End Glacial,Epigravettian,Ferrovia,4a2,Ferrovia 4a2,13578,11700,200,0.0171,intcal13,R-1005,12.7300,45.7500,charcoal,NA,"Conv 14C, 7251","Alessio et al., 1976",Leuven,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Fienile Rossino,NA,Fienile Rossino,7684,6810,70,0.0103,intcal13,Bln3277,10.3702,45.5646,NA,NA,NA,Bagolini_Biagi_1990,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Filador,II,Filador 2,9512,8515,50,0.0059,intcal13,OxA8658,0.4248,41.1339,NA,NA,NA,BdD Emili Aura,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Filador,II,Filador 2,9042,8150,90,0.011,intcal13,AA13411,0.4248,41.1339,NA,NA,NA,Garcia-Argรผelles et al. 2005,O Garcia,NA
N Central,Spain,NE Spain,3,End Glacial,Sauveterrian,Filador,4,Filador 4,11628,10020,80,0.008,intcal13,AA-8647.T.461,0.4248,41.1339,bone,?,"AMS, 3277",Cava Almuzara A. 2004. Saldvie 4: 17-40.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Sauveterrian,Filador,6/5,Filador 6/5,11612,9988,97,0.0097,intcal13,AA-13412,0.4248,41.1339,Charcoal,?,"AMS, 6017",Cava Almuzara A. 2004. Saldvie 4: 17-40. Morales J.I. e.a. 2013.. TP 70:54-75.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Sauveterrian,Filador,7,Filador 7,11328,9830,160,0.0163,intcal13,UBAR-257,0.4248,41.1339,Charcoal,NA,"Conv 14C, 6597",Cava Almuzara A. 2004. Saldvie 4: 17-40.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Filador,7,Filador 7,10344,9130,230,0.0252,intcal13,ICEN-495,0.4248,41.1339,NA,NA,NA,NA,PANCEA,NA
N Central,Spain,NE Spain,3,End Glacial,Microlaminar,Filador,9/8,Filador 9/8,12892,11000,55,0.005,intcal13,OxA-8660,0.4248,41.1339,Charcoal,?,"AMS, 4170",Cava Almuzara A. 2004. Saldvie 4: 17-40. Martinez-Moreno J. e.a. TP 66: 45-60. Morales J.I. 2012. Cuaternario y Geomorfologia 26 (3-4): 11-28,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Epipaleolithic,Filador,VIII / IX,Filador 9/8,12892,11000,55,0.005,intcal13,OxA8660,0.4248,41.1339,NA,NA,NA,Garcia-Argรผelles et al. 2005,O Garcia,NA
N Central,Spain,NE Spain,3,End Glacial,Microlaminar,Filador,9/8,Filador 9/8,12833,10880,60,0.0055,intcal13,OxA-8659,0.4248,41.1339,Charcoal,?,"AMS, 4169",Cava Almuzara A. 2004. Saldvie 4: 17-40. Martinez-Moreno J. e.a. TP 66: 45-60. Morales J.I. 2012. Cuaternario y Geomorfologia 26 (3-4): 11-28,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Microlaminar,Filador,9/8,Filador 9/8,12816,10864,60,0.0055,intcal13,OxA-8650,0.4248,41.1339,Charcoal,?,"AMS, 7376",Cava Almuzara A. 2004. Saldvie 4: 17-40. Martinez-Moreno J. e.a. TP 66: 45-60. Morales J.I. 2012. Cuaternario y Geomorfologia 26 (3-4): 11-28,Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,Upper Solutrean,Finca Dona Martina,4-5,Finca Dona Martina 4-5,23104,19180,90,0.0047,intcal13,VERA-5101bHS,-1.4912,38.0786,Juniperus charcoal,?,"AMS, 4335","Banks W.E. e.a. 2009. JAS 36: 2853-2867. Zilao J. EL PALEOLรTICO SUPERIOR PENINSULAR. NOVEDADES DEL SIGLO XXI, Barcelona 2010: 137-148;",Leuven,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Font del Ros,-,Font del Ros,9870,8810,50,0.0057,intcal13,Beta231720,1.9575,42.1119,NA,NA,NA,Roda Gilabert et al. 2016,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Font del Ros,-,Font del Ros,8686,7800,50,0.0064,intcal13,Beta210733,1.9575,42.1119,NA,NA,NA,Martinez-Amorรณs et al. 2007,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Font del Ros,-,Font del Ros,8986,8150,150,0.0184,intcal13,UBAR165,1.9575,42.1119,NA,NA,NA,Terradas et al. 1992,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Font del Ros,-,Font del Ros,8956,8050,150,0.0186,intcal13,UBAR185,1.9575,42.1119,NA,NA,NA,Mora et al. 1991,O Garcia,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Font del Ros,-,Font del Ros,9394,8400,180,0.0214,intcal13,UBAR397,1.9575,42.1119,NA,NA,NA,Pallarรฉs et al. 1997,O Garcia,NA
